"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"2097","296972-15-CL19","3191-728-SE21","01/02/2021","$1.770.720,00","","RECEPCIÓN CONFORME"
"2098","296972-24-CL19","3191-1879-SE21","06/04/2021","$333.200,00","","ACEPTADA"
"2099","296972-54-CL19","3191-1402-SE21","09/03/2021","$398.591,00","","ACEPTADA"
"2100","296972-25-CL19","3191-1206-SE21","26/02/2021","$71.400,00","","ACEPTADA"
"2101","296972-23-CL19","3191-1880-SE21","06/04/2021","$6.868.601,00","","ACEPTADA"
"2102","296972-22-CL19","3191-3594-SE21","25/06/2021","$24.864.550,00","","ACEPTADA"
"2103","296972-8-CL19","3191-2523-SE21","05/05/2021","$238.000,00","","ACEPTADA"
"2104","296972-58-CL19","3191-1882-SE21","06/04/2021","$1.904.000,00","","ACEPTADA"
"2105","296972-28-CL19","3191-1209-SE21","26/02/2021","$18.564.000,00","","ACEPTADA"
"2106","296972-52-CL19","3191-2522-SE21","05/05/2021","$190.400,00","","RECEPCIÓN CONFORME"
"2107","296972-31-CL19","3191-2053-SE21","12/04/2021","$115.430,00","","ACEPTADA"
"2108","296972-54-CL19","3191-2698-SE21","12/05/2021","$393.842,00","","ACEPTADA"
"2109","296972-58-CL19","3191-2524-SE21","05/05/2021","$473.025,00","","RECEPCIÓN CONFORME"
"2110","296972-18-CL19","3191-1297-SE21","04/03/2021","$53.015,00","","ACEPTADA"
"2111","296972-15-CL19","3191-3011-SE21","27/05/2021","$41.650,00","","ACEPTADA"
"2112","296972-3-CL19","3191-2539-SE21","05/05/2021","$481.950,00","","RECEPCIÓN CONFORME"
"2113","296972-58-CL19","3191-4206-SE21","23/07/2021","$151.725,00","","ENVIADA A PROVEEDOR"
"2114","296972-32-CL19","3191-1884-SE21","06/04/2021","$5.247.900,00","","ACEPTADA"
"2115","296972-24-CL19","3191-2371-SE21","28/04/2021","$1.670.760,00","","ACEPTADA"
"2116","296972-54-CL19","3191-1098-SE21","22/02/2021","$1.808.800,00","","ACEPTADA"
"2117","296972-57-CL19","3191-3013-SE21","27/05/2021","$8.562.751,00","","ACEPTADA"
"2118","296972-28-CL19","3191-2290-SE21","22/04/2021","$2.975.000,00","","ACEPTADA"
"2119","296972-12-CL19","3191-2055-SE21","12/04/2021","$13.566.000,00","","ACEPTADA"
"1590","296972-8-CL19","3191-3099-SE20","09/07/2020","$392.700,00","","RECEPCIÓN CONFORME"
"1591","296972-16-CL19","3191-3145-SE20","09/07/2020","$2.406.287,00","","RECEPCIÓN CONFORME"
"1592","296972-31-CL19","3191-3163-SE20","09/07/2020","$44.030,00","","RECEPCIÓN CONFORME"
"1593","296972-32-CL19","3191-3165-SE20","09/07/2020","$595.000,00","","RECEPCIÓN CONFORME"
"1594","296972-30-CL19","3191-3166-SE20","09/07/2020","$2.463.300,00","","RECEPCIÓN CONFORME"
"1595","296972-18-CL19","3191-3131-SE20","09/07/2020","$1.897.062,00","","RECEPCIÓN CONFORME"
"1596","296972-11-CL19","3191-3158-SE20","09/07/2020","$326.060,00","","RECEPCIÓN CONFORME"
"1597","296972-28-CL19","3191-3149-SE20","09/07/2020","$18.873.400,00","","RECEPCIÓN CONFORME"
"1598","296972-31-CL19","3191-3262-SE20","14/07/2020","$13.209,00","","ACEPTADA"
"1599","4112-41-CL19","3191-3852-SE20","17/08/2020","$3.903.200,00","","ACEPTADA"
"1600","4112-41-CL19","3191-3860-SE19","31/07/2019","$2.856.000,00","","ACEPTADA"
"1601","4112-41-CL19","3191-5461-SE20","12/11/2020","$833.000,00","","ACEPTADA"
"1602","4112-41-CL19","3191-6010-SE20","14/12/2020","$1.666.000,00","","ACEPTADA"
"1603","4112-41-CL19","3191-3510-SE20","27/07/2020","$2.737.000,00","","ACEPTADA"
"1604","4112-41-CL19","3191-1432-SE20","23/03/2020","$2.409.750,00","","ACEPTADA"
"1605","4112-41-CL19","3191-1940-SE21","07/04/2021","$2.261.000,00","","ACEPTADA"
"1606","4112-41-CL19","3191-3250-SE20","13/07/2020","$8.500.000,00","","RECEPCIÓN CONFORME"
"1607","4112-41-CL19","3191-6631-SE19","09/12/2019","$3.361.869,00","","ACEPTADA"
"1608","4112-41-CL19","3191-1434-SE20","23/03/2020","$4.938.500,00","","ACEPTADA"
"1609","296972-28-CL19","3191-2368-SE19","17/05/2019","$45.220,00","","RECEPCIÓN CONFORME"
"1610","296972-28-CL19","3191-3504-SE19","12/07/2019","$154.700,00","","RECEPCIÓN CONFORME"
"1611","296972-28-CL19","3191-1750-SE20","03/04/2020","$154.700,00","","RECEPCIÓN CONFORME"
"1612","296972-28-CL19","3191-2292-SE19","15/05/2019","$154.700,00","","RECEPCIÓN CONFORME"
"1613","296972-28-CL19","3191-4115-SE19","12/08/2019","$228.480,00","","RECEPCIÓN CONFORME"
"1614","296972-28-CL19","3191-4854-SE20","07/10/2020","$232.050,00","","RECEPCIÓN CONFORME"
"1615","296972-28-CL19","3191-2271-SE19","15/05/2019","$285.600,00","","RECEPCIÓN CONFORME"
"1616","296972-28-CL19","3191-1839-SE19","23/04/2019","$285.600,00","","RECEPCIÓN CONFORME"
"1617","296972-28-CL19","3191-144-SE19","11/01/2019","$309.400,00","","RECEPCIÓN CONFORME"
"1618","296972-28-CL19","3191-4890-SE19","16/09/2019","$362.950,00","","RECEPCIÓN CONFORME"
"1619","296972-28-CL19","3191-4442-SE19","28/08/2019","$380.800,00","","RECEPCIÓN CONFORME"
"1620","296972-28-CL19","3191-5505-SE19","16/10/2019","$380.800,00","","RECEPCIÓN CONFORME"
"1621","4112-39-CL20","3191-3749-SE21","02/07/2021","$41.650,00","","ACEPTADA"
"1622","4112-39-CL20","3191-4020-SE21","14/07/2021","$41.650,00","","ACEPTADA"
"1623","4112-39-CL20","3191-2827-SE21","18/05/2021","$124.950,00","","ACEPTADA"
"1624","4112-39-CL20","3191-3966-SE21","13/07/2021","$41.650,00","","ACEPTADA"
"1625","4112-39-CL21","3191-4028-SE21","15/07/2021","$10.612.846,00","","ACEPTADA"
"1626","4112-3-CL18","3191-3730-SE21","14/07/2021","$10.103.057,00","","RECEPCIÓN CONFORME"
"1627","4112-3-CL18","3191-3738-SE21","14/07/2021","$44.067.021,00","","RECEPCIÓN CONFORME"
"1628","4112-3-CL19","3191-3613-SE21","25/06/2021","$4.296.249,00","","ACEPTADA"
"1629","4112-3-CL20","3191-3433-SE21","17/06/2021","$7.234.837,00","","ACEPTADA"
"1630","4112-3-CL21","3191-2496-SE21","05/05/2021","$680.350,00","","ACEPTADA"
"1631","4112-3-CL21","3191-2914-SE21","25/05/2021","$680.350,00","","ACEPTADA"
"1632","4112-3-CL21","3191-3031-SE21","27/05/2021","$1.360.700,00","","ACEPTADA"
"1633","4112-40-CL20","3191-3833-SE21","06/07/2021","$2.748.900,00","","ACEPTADA"
"1634","4112-40-CL21","3191-3841-SE21","07/07/2021","$1.338.750,00","","ACEPTADA"
"1635","4112-43-CL19","3191-3984-SE21","13/07/2021","$781.553,00","","ACEPTADA"
"1636","4112-43-CL19","3191-4026-SE21","14/07/2021","$715.554,00","","ACEPTADA"
"1637","4112-43-CL19","3191-3684-SE21","01/07/2021","$771.702,00","","ACEPTADA"
"1638","4112-43-CL20","3191-3597-SE21","25/06/2021","$773.500,00","","ACEPTADA"
"1639","4112-43-CL20","3191-3655-SE21","30/06/2021","$773.500,00","","ACEPTADA"
"1640","4112-43-CL20","3191-4018-SE21","14/07/2021","$1.547.000,00","","ACEPTADA"
"1641","4112-43-CL20","3191-3970-SE21","13/07/2021","$773.500,00","","ACEPTADA"
"1642","4112-44-CL19","3191-2514-SE21","05/05/2021","$8.163.400,00","","ACEPTADA"
"1643","4112-44-CL20","3191-2448-SE21","19/05/2021","$15.857.365,00","","ACEPTADA"
"1644","4112-44-CL20","3191-3563-SE21","24/06/2021","$14.148.960,00","","ACEPTADA"
"1645","4112-45-CL18","3191-3089-SE21","31/05/2021","$273.700,00","","ACEPTADA"
"1646","4112-45-CL20","3191-3629-SE21","30/06/2021","$2.784.886,00","","ACEPTADA"
"1647","4112-45-CL20","3191-3861-SE21","07/07/2021","$5.569.771,00","","ACEPTADA"
"1648","4112-47-CL19","3191-2883-SE21","24/05/2021","$1.332.800,00","","ACEPTADA"
"1649","4112-47-CL19","3191-3777-SE21","05/07/2021","$1.332.800,00","","ACEPTADA"
"1650","4112-47-CL19","3191-2879-SE21","24/05/2021","$1.332.800,00","","ACEPTADA"
"1651","4112-51-CL17","3191-2882-SE21","24/05/2021","$5.495.988,00","","ACEPTADA"
"1652","4112-51-CL17","3191-2447-SE21","03/05/2021","$5.224.879,00","","ACEPTADA"
"1653","4112-51-CL17","3191-3925-SE21","09/07/2021","$5.230.557,00","","ACEPTADA"
"1654","4112-58-CL18","3191-3059-SE21","31/05/2021","$3.197.692,00","","ACEPTADA"
"1655","4112-58-CL18","3191-3487-SE21","22/06/2021","$2.440.309,00","","ACEPTADA"
"1656","4112-5-CL20","3191-3598-SE21","25/06/2021","$297.500,00","","ACEPTADA"
"1657","4112-5-CL21","3191-3900-SE21","08/07/2021","$941.280,00","","ENVIADA A PROVEEDOR"
"1658","4112-67-CL18","3191-2885-SE21","25/05/2021","$1.944.443,00","","ACEPTADA"
"1659","4112-67-CL18","3191-3978-SE21","13/07/2021","$1.944.443,00","","ACEPTADA"
"1660","4112-67-CL18","3191-3066-SE21","31/05/2021","$1.944.443,00","","ACEPTADA"
"1661","4112-69-CL18","3191-3973-SE21","13/07/2021","$773.500,00","","ACEPTADA"
"1662","4112-6-CL19","3191-2862-SE21","25/05/2021","$1.008.836,00","","ACEPTADA"
"1663","4112-6-CL19","3191-2864-SE21","25/05/2021","$4.647.107,00","","ACEPTADA"
"1664","4112-6-CL19","3191-3791-SE21","05/07/2021","$3.702.090,00","","ACEPTADA"
"1665","4112-6-CL19","3191-3534-SE21","23/06/2021","$4.286.143,00","","ACEPTADA"
"1666","4112-6-CL20","3191-3830-SE21","06/07/2021","$2.578.873,00","","ACEPTADA"
"1667","4112-6-CL20","3191-3599-SE21","25/06/2021","$214.498,00","","ACEPTADA"
"1668","4112-71-CL18","3191-3844-SE21","07/07/2021","$3.834.180,00","","ACEPTADA"
"1669","4112-8-CL19","3191-3926-SE21","13/07/2021","$4.998.056,00","","ENVIADA A PROVEEDOR"
"1670","4112-9-CL21","3191-3771-SE21","05/07/2021","$2.130.100,00","","ACEPTADA"
"1671","296972-14-CL19","3191-3277-SE21","09/06/2021","$90.440,00","","ACEPTADA"
"1672","296972-14-CL19","3191-3458-SE21","18/06/2021","$4.117.400,00","","ACEPTADA"
"1673","296972-16-CL19","3191-3457-SE21","18/06/2021","$2.267.093,00","","ACEPTADA"
"1674","296972-19-CL19","3191-2578-SE21","10/05/2021","$3.066.154,00","","ACEPTADA"
"1675","296972-19-CL19","3191-2548-SE21","19/05/2021","$3.587.850,00","","ACEPTADA"
"1676","296972-23-CL19","3191-3698-SE21","01/07/2021","$37.986.944,00","","ACEPTADA"
"1677","296972-23-CL19","3191-2638-SE21","10/05/2021","$1.405.152,00","","RECEPCIÓN CONFORME"
"1678","296972-23-CL19","3191-2785-SE21","17/05/2021","$297.500,00","","ACEPTADA"
"1679","296972-23-CL19","3191-3308-SE21","10/06/2021","$11.182.525,00","","ACEPTADA"
"1680","296972-24-CL19","3191-3459-SE21","18/06/2021","$547.400,00","","ACEPTADA"
"1681","296972-28-CL19","3191-2760-SE21","14/05/2021","$5.950.000,00","","ACEPTADA"
"1682","296972-29-CL19","3191-2797-SE21","17/05/2021","$96.390,00","","ACEPTADA"
"1683","296972-30-CL19","3191-2782-SE21","17/05/2021","$214.539,00","","ACEPTADA"
"1684","296972-30-CL19","3191-3640-SE21","29/06/2021","$15.927.436,00","","ACEPTADA"
"1685","296972-30-CL19","3191-3265-SE21","09/06/2021","$35.700,00","","ACEPTADA"
"1686","296972-30-CL19","3191-2722-SE21","13/05/2021","$29.452.500,00","","ACEPTADA"
"1687","296972-31-CL19","3191-2780-SE21","17/05/2021","$8.925.000,00","","ACEPTADA"
"1688","296972-48-CL20","3191-3071-SE21","31/05/2021","$1.199.520,00","","ACEPTADA"
"1689","296972-54-CL19","3191-2783-SE21","17/05/2021","$153.272,00","","ACEPTADA"
"1690","296972-54-CL19","3191-3460-SE21","18/06/2021","$45.232,00","","ACEPTADA"
"1691","296972-55-CL19","3191-2781-SE21","17/05/2021","$163.982,00","","ACEPTADA"
"1692","296972-64-CL19","3191-3268-SE21","09/06/2021","$3.022.600,00","","ACEPTADA"
"1693","4112-12-CL20","3191-3929-SE21","13/07/2021","$2.312.765,00","","ACEPTADA"
"1694","4112-19-CL19","3191-3630-SE21","30/06/2021","$165.458,00","","ACEPTADA"
"1695","4112-36-CL21","3191-3839-SE21","07/07/2021","$3.198.720,00","","ACEPTADA"
"1696","4112-68-CL18","3191-2511-SE21","04/05/2021","$1.614.950,00","","ACEPTADA"
"1697","4112-68-CL18","3191-2643-SE21","11/05/2021","$1.388.605,00","","ACEPTADA"
"1698","4112-68-CL18","3191-3998-SE21","13/07/2021","$1.614.950,00","","ACEPTADA"
"1699","4112-7-CL20","3191-3486-SE21","22/06/2021","$565.250,00","","ACEPTADA"
"1700","4112-7-CL20","3191-3959-SE21","13/07/2021","$1.695.750,00","","ACEPTADA"
"1701","296972-6-CL20","3191-3367-SE21","14/06/2021","$2.550.901,00","","ACEPTADA"
"1702","296972-6-CL20","3191-3897-SE21","12/07/2021","$2.762.652,00","","ACEPTADA"
"1703","4112-26-CL19","3191-3934-SE21","12/07/2021","$4.038.202,00","","ACEPTADA"
"1704","296972-12-CL19","3191-3034-SE21","28/05/2021","$20.349.000,00","","ACEPTADA"
"1705","4112-38-CL21","3191-5252-SE19","08/10/2019","$5.148.054,00","","RECEPCIÓN CONFORME"
"1706","4112-38-CL21","3191-2474-SE20","29/05/2020","$5.562.990,00","","ACEPTADA"
"1707","4112-38-CL21","3191-243-SE19","16/01/2019","$161.870,00","","RECEPCIÓN CONFORME"
"1708","4112-38-CL21","3191-578-SE19","04/02/2019","$6.412.185,00","","RECEPCIÓN CONFORME"
"1709","4112-38-CL21","3191-636-SE19","12/02/2019","$584.775,00","","RECEPCIÓN CONFORME"
"1710","4112-38-CL21","3191-2122-SE21","15/04/2021","$8.034.300,00","","ACEPTADA"
"1711","4112-38-CL21","3191-5825-SE20","02/12/2020","$5.491.800,00","","ACEPTADA"
"1712","4112-38-CL21","3191-5830-SE20","02/12/2020","$6.971.535,00","","ACEPTADA"
"1713","4112-38-CL21","3191-2050-SE17","25/04/2017","$7.705.000,00","","RECEPCIÓN CONFORME"
"1714","4112-38-CL21","3191-5487-SE19","16/10/2019","$7.408.845,00","","RECEPCIÓN CONFORME"
"1715","4112-38-CL21","3191-5778-SE19","30/10/2019","$1.023.570,00","","RECEPCIÓN CONFORME"
"1716","4112-38-CL21","3191-940-SE20","20/02/2020","$6.340.995,00","","ACEPTADA"
"1717","4112-38-CL21","3191-755-SE19","20/02/2019","$4.449.375,00","","RECEPCIÓN CONFORME"
"1718","4112-38-CL21","3191-1929-SE19","29/04/2019","$6.446.980,00","","RECEPCIÓN CONFORME"
"1719","4112-38-CL21","3191-2300-SE19","15/05/2019","$7.683.435,00","","RECEPCIÓN CONFORME"
"1720","4112-38-CL21","3191-5395-SE18","27/09/2018","$8.870.274,00","","RECEPCIÓN CONFORME"
"1721","4112-38-CL21","3191-4058-SE18","25/07/2018","$5.320.944,00","","RECEPCIÓN CONFORME"
"1722","4112-38-CL21","3191-4970-SE17","21/09/2017","$5.140.000,00","","RECEPCIÓN CONFORME"
"1723","4112-38-CL21","3191-5702-SE17","26/10/2017","$4.175.000,00","","RECEPCIÓN CONFORME"
"1724","4112-38-CL21","3191-3346-SE20","20/07/2020","$3.487.293,00","","ACEPTADA"
"1725","4112-38-CL21","3191-3345-SE20","17/07/2020","$4.627.350,00","","ACEPTADA"
"1726","4112-38-CL21","3191-3421-SE20","21/07/2020","$122.040,00","","ACEPTADA"
"1727","4112-38-CL21","3191-4116-SE20","01/09/2020","$4.474.800,00","","ACEPTADA"
"1728","4112-38-CL21","3191-6078-SE20","16/12/2020","$5.903.685,00","","ACEPTADA"
"1729","4112-38-CL21","3191-4926-SE20","15/10/2020","$4.205.295,00","","ACEPTADA"
"1730","4112-38-CL21","3191-6044-SE17","16/11/2017","$6.355.000,00","","RECEPCIÓN CONFORME"
"1731","4112-38-CL21","3191-6656-SE17","20/12/2017","$4.817.000,00","","RECEPCIÓN CONFORME"
"1732","4112-38-CL21","3191-6842-SE19","17/12/2019","$6.839.325,00","","ACEPTADA"
"1733","4112-38-CL21","3191-1209-SE19","22/03/2019","$4.576.500,00","","RECEPCIÓN CONFORME"
"1734","4112-38-CL21","3191-3910-SE21","09/07/2021","$6.976.620,00","","ACEPTADA"
"1735","4112-38-CL21","3191-1467-SE21","12/03/2021","$7.853.274,00","","ACEPTADA"
"1736","4112-38-CL21","3191-5930-SE18","18/10/2018","$6.037.929,00","","RECEPCIÓN CONFORME"
"1737","4112-38-CL21","3191-3540-SE20","29/07/2020","$4.312.080,00","","ACEPTADA"
"1738","4112-38-CL21","3191-7408-SE18","27/12/2018","$7.131.204,00","","RECEPCIÓN CONFORME"
"1739","4112-38-CL21","3191-820-SE18","09/02/2018","$6.990.000,00","","RECEPCIÓN CONFORME"
"1740","4112-38-CL21","3191-2109-SE18","19/04/2018","$5.954.535,00","","RECEPCIÓN CONFORME"
"1741","4112-38-CL21","3191-3773-SE21","05/07/2021","$8.339.400,00","","ACEPTADA"
"1742","4112-38-CL21","3191-1247-SE21","02/03/2021","$5.725.710,00","","ACEPTADA"
"1743","4112-38-CL21","3191-4934-SE18","29/08/2018","$6.447.780,00","","RECEPCIÓN CONFORME"
"1744","4112-38-CL21","3191-565-SE18","29/01/2018","$4.285.000,00","","RECEPCIÓN CONFORME"
"1745","4112-38-CL21","3191-1384-SE18","15/03/2018","$5.940.000,00","","RECEPCIÓN CONFORME"
"1746","4112-38-CL21","3191-4266-SE17","16/08/2017","$4.780.000,00","","RECEPCIÓN CONFORME"
"1747","4112-38-CL21","3191-4265-SE17","16/08/2017","$4.705.000,00","","RECEPCIÓN CONFORME"
"1748","4112-38-CL21","3191-3228-SE17","20/06/2017","$6.325.000,00","","RECEPCIÓN CONFORME"
"1749","4112-38-CL21","3191-828-SE17","23/02/2017","$3.500.000,00","","RECEPCIÓN CONFORME"
"1750","4112-38-CL21","3191-961-SE17","23/02/2017","$4.580.000,00","","RECEPCIÓN CONFORME"
"1751","4112-38-CL21","3191-3403-SE19","09/07/2019","$772.920,00","","RECEPCIÓN CONFORME"
"1752","4112-38-CL21","3191-470-SE20","27/01/2020","$8.283.465,00","","ACEPTADA"
"1753","4112-38-CL21","3191-2014-SE18","18/04/2018","$27.165.000,00","","ACEPTADA"
"1754","4112-38-CL21","3191-3257-SE18","19/06/2018","$6.356.250,00","","RECEPCIÓN CONFORME"
"1755","4112-38-CL21","3191-6697-SE18","27/11/2018","$5.659.605,00","","RECEPCIÓN CONFORME"
"1756","4112-38-CL21","3191-3386-SE19","08/07/2019","$5.817.240,00","","RECEPCIÓN CONFORME"
"1757","4112-38-CL21","3191-6438-SE19","28/11/2019","$6.381.675,00","","RECEPCIÓN CONFORME"
"1758","4112-38-CL21","3191-1297-SE17","14/03/2017","$5.407.000,00","","RECEPCIÓN CONFORME"
"1759","4112-38-CL21","3191-3378-SE17","11/07/2017","$7.065.000,00","","RECEPCIÓN CONFORME"
"1760","4112-38-CL21","3191-4180-SE19","14/08/2019","$5.796.900,00","","RECEPCIÓN CONFORME"
"1761","4112-38-CL21","3191-4220-SE19","16/08/2019","$8.019.045,00","","RECEPCIÓN CONFORME"
"1762","4112-38-CL21","3191-1696-SE20","02/04/2020","$5.624.010,00","","ACEPTADA"
"1763","4112-38-CL21","3191-435-SE21","18/01/2021","$9.524.205,00","","ACEPTADA"
"1764","4112-38-CL21","3191-2920-SE18","08/06/2018","$5.690.115,00","","RECEPCIÓN CONFORME"
"1765","4112-22-CL21","3191-4175-SE21","22/07/2021","$104.130,00","","INGRESADA"
"1766","4112-22-CL21","3191-2654-SE20","09/06/2020","$181.800,00","","ACEPTADA"
"1767","4112-22-CL21","3191-2622-SE20","05/06/2020","$34.300,00","","ACEPTADA"
"1768","4112-22-CL21","3191-2742-SE20","16/06/2020","$24.500,00","","ACEPTADA"
"1769","4112-22-CL21","3191-2880-SE21","24/05/2021","$4.900,00","","ACEPTADA"
"1770","4112-22-CL21","3191-947-SE21","12/02/2021","$24.500,00","","ACEPTADA"
"1771","4112-22-CL21","3191-2881-SE21","24/05/2021","$14.700,00","","ACEPTADA"
"1772","4112-22-CL21","3191-4659-SE20","29/09/2020","$4.900,00","","ACEPTADA"
"1773","4112-22-CL21","3191-6191-SE20","22/12/2020","$4.900,00","","ACEPTADA"
"1774","4112-22-CL21","3191-4683-SE20","29/09/2020","$9.800,00","","ACEPTADA"
"1775","4112-22-CL21","3191-1289-SE21","04/03/2021","$106.800,00","","ACEPTADA"
"1776","4112-22-CL21","3191-1850-SE20","13/04/2020","$23.220,00","","ACEPTADA"
"1777","4112-22-CL21","3191-1899-SE20","16/04/2020","$55.728,00","","ACEPTADA"
"1778","4112-5-CL21","3191-2256-SE21","26/07/2021","$941.280,00","","RECEPCIÓN CONFORME"
"1779","4112-43-CL20","3191-4117-SE21","26/07/2021","$773.500,00","","ACEPTADA"
"1780","4112-43-CL20","3191-4248-SE21","26/07/2021","$773.500,00","","INGRESADA"
"1781","296972-29-CL19","3191-735-SE21","01/02/2021","$157.378,00","","RECEPCIÓN CONFORME"
"1782","296972-61-CL19","3191-963-SE21","12/02/2021","$316.673,00","","ACEPTADA"
"1783","296972-57-CL19","3191-2418-SE21","30/04/2021","$4.119.989,00","","ACEPTADA"
"1784","296972-54-CL19","3191-2419-SE21","30/04/2021","$1.356.600,00","","ACEPTADA"
"1785","296972-55-CL19","3191-2422-SE21","30/04/2021","$94.248,00","","ACEPTADA"
"1786","296972-64-CL19","3191-2423-SE21","30/04/2021","$1.047.200,00","","ACEPTADA"
"1787","296972-30-CL19","3191-2428-SE21","30/04/2021","$432.684,00","","ACEPTADA"
"1788","296972-11-CL19","3191-2429-SE21","30/04/2021","$292.740,00","","ACEPTADA"
"1789","296972-23-CL19","3191-2430-SE21","30/04/2021","$20.309.587,00","","ACEPTADA"
"1790","296972-31-CL19","3191-2437-SE21","30/04/2021","$1.159.953,00","","ACEPTADA"
"1791","296972-29-CL19","3191-2438-SE21","30/04/2021","$50.575,00","","ACEPTADA"
"1792","296972-32-CL19","3191-2439-SE21","30/04/2021","$6.368.880,00","","ACEPTADA"
"1793","296972-61-CL19","3191-2440-SE21","30/04/2021","$1.570.800,00","","ACEPTADA"
"1794","296972-43-CL18","3191-2541-SE21","05/05/2021","$833.000,00","","RECEPCIÓN CONFORME"
"1795","296972-10-CL19","3191-2557-SE21","06/05/2021","$43.333,00","","RECEPCIÓN CONFORME"
"1796","296972-58-CL19","3191-2560-SE21","06/05/2021","$8.569.428,00","","ACEPTADA"
"1797","296972-29-CL19","3191-2587-SE21","07/05/2021","$270.225,00","","RECEPCIÓN CONFORME"
"1798","296972-26-CL19","3191-2596-SE21","07/05/2021","$129.734,00","","RECEPCIÓN CONFORME"
"1799","296972-31-CL19","3191-2597-SE21","07/05/2021","$136.969,00","","ACEPTADA"
"1800","296972-55-CL19","3191-2598-SE21","07/05/2021","$1.212.848,00","","ACEPTADA"
"1801","296972-25-CL19","3191-2599-SE21","07/05/2021","$1.223.439,00","","ACEPTADA"
"1802","296972-57-CL19","3191-2602-SE21","07/05/2021","$597.190,00","","RECEPCIÓN CONFORME"
"1803","296972-26-CL19","3191-2909-SE21","25/05/2021","$6.657.336,00","","ACEPTADA"
"1804","296972-32-CL19","3191-2910-SE21","25/05/2021","$20.991.600,00","","ACEPTADA"
"1805","296972-55-CL19","3191-2911-SE21","25/05/2021","$4.006.087,00","","ACEPTADA"
"1806","296972-61-CL19","3191-2912-SE21","25/05/2021","$552.636,00","","ACEPTADA"
"1807","296972-30-CL19","3191-2913-SE21","25/05/2021","$1.432.284,00","","ACEPTADA"
"1808","296972-29-CL19","3191-3053-SE21","31/05/2021","$398.650,00","","ACEPTADA"
"1809","296972-28-CL19","3191-3339-SE21","14/06/2021","$309.400,00","","ACEPTADA"
"1810","296972-24-CL19","3191-736-SE21","01/02/2021","$96.390,00","","RECEPCIÓN CONFORME"
"1811","296972-15-CL19","3191-3548-SE21","24/06/2021","$2.356.200,00","","ACEPTADA"
"1812","296972-24-CL19","3191-3560-SE21","24/06/2021","$1.666.000,00","","ACEPTADA"
"1813","296972-54-CL19","3191-3564-SE21","24/06/2021","$2.261.000,00","","ACEPTADA"
"1814","296972-58-CL19","3191-3562-SE21","24/06/2021","$92.820,00","","ACEPTADA"
"1815","296972-31-CL19","3191-3584-SE21","25/06/2021","$223.720,00","","ACEPTADA"
"1816","296972-29-CL19","3191-3559-SE21","24/06/2021","$323.085,00","","ACEPTADA"
"1817","296972-31-CL19","3191-3786-SE21","05/07/2021","$320.824,00","","ACEPTADA"
"1818","296972-18-CL19","3191-3974-SE21","13/07/2021","$39.270,00","","ACEPTADA"
"1819","296972-18-CL19","3191-3918-SE21","12/07/2021","$44.625,00","","ACEPTADA"
"1820","296972-26-CL19","3191-3975-SE21","13/07/2021","$5.547.780,00","","ACEPTADA"
"1821","296972-30-CL19","3191-3981-SE21","13/07/2021","$10.387.177,00","","ACEPTADA"
"1822","4112-69-CL18","3191-1571-SE19","09/04/2019","$773.500,00","","ACEPTADA"
"1823","4112-29-CL19","3191-1574-SE19","09/04/2019","$500.000,00","","ACEPTADA"
"1824","4112-16-CL20","3191-1590-SE20","31/03/2020","$3.819.900,00","","RECEPCIÓN CONFORME"
"1825","4112-13-CL20","3191-1594-SE20","31/03/2020","$2.998.800,00","","RECEPCIÓN CONFORME"
"1826","4112-13-CL20","3191-1595-SE21","23/03/2021","$1.470.840,00","","ACEPTADA"
"1827","4112-38-CL19","3191-1613-SE20","30/03/2020","$5.516.983,00","","RECEPCIÓN CONFORME"
"1828","4112-13-CL20","3191-1623-SE20","31/03/2020","$3.912.720,00","","RECEPCIÓN CONFORME"
"1829","4112-23-CL19","3191-1653-SE21","24/03/2021","$2.968.074,00","","ACEPTADA"
"1830","4112-71-CL18","3191-1656-SE20","31/03/2020","$2.545.410,00","","RECEPCIÓN CONFORME"
"1831","4112-24-CL19","3191-1657-SE21","24/03/2021","$280.052,00","","ACEPTADA"
"1832","4112-43-CL19","3191-1670-SE21","24/03/2021","$3.339.641,00","","ACEPTADA"
"1833","4112-27-CL19","3191-1673-SE21","24/03/2021","$6.554.877,00","","ACEPTADA"
"1834","4112-27-CL19","3191-1686-SE21","25/03/2021","$6.307.000,00","","ACEPTADA"
"1835","4112-27-CL19","3191-1713-SE21","29/03/2021","$5.302.045,00","","ACEPTADA"
"1836","4112-16-CL21","3191-1724-SE21","29/03/2021","$487.900,00","","ACEPTADA"
"1837","4112-23-CL19","3191-1741-SE21","29/03/2021","$345.100,00","","ACEPTADA"
"1838","4112-43-CL19","3191-1742-SE21","29/03/2021","$524.982,00","","ACEPTADA"
"1839","4112-27-CL19","3191-1743-SE21","29/03/2021","$11.669.735,00","","ACEPTADA"
"1840","4112-69-CL18","3191-1747-SE21","29/03/2021","$773.500,00","","ACEPTADA"
"1841","4112-13-CL20","3191-1761-SE20","03/04/2020","$2.399.040,00","","ACEPTADA"
"1842","4112-23-CL19","3191-1769-SE21","30/03/2021","$345.100,00","","ACEPTADA"
"1843","4112-38-CL19","3191-1778-SE21","30/03/2021","$4.137.737,00","","ACEPTADA"
